05/21/18 16:17:06:090 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4976 | __OOBELIB_LOG_FILE__

05/22/18 15:47:00:860 | [INFO] |  |  |  | PCDService |  |  | 4084 | PCD Service in non-threaded mode
05/22/18 15:47:00:864 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 15:47:00:865 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | (re)load Local Dispatch Table status-[0].
05/22/18 15:47:00:865 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Scope : [2]
05/22/18 15:47:00:865 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Setting scope to GM
05/22/18 15:47:01:221 | [ERROR] |  |  |  | OPMWrapper |  |  | 4084 | Failed in getting value for key in OPMGetValueForKey
05/22/18 15:47:01:221 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Failed to get Proxy username in OPM DB
05/22/18 15:47:01:223 | [INFO] |  |  |  | AXFBLicensing |  |  | 4084 | All function pointers successfully retrieved
05/22/18 15:47:01:230 | [INFO] |  |  |  | OOBELib |  |  | 4084 | SetXMLData()
05/22/18 15:47:01:230 | [INFO] |  |  |  | OOBELib |  |  | 4084 | SetXMLData():mBonusLaunchCode not found
05/22/18 15:47:01:230 | [INFO] |  |  |  | OOBELib |  |  | 4084 | SetXMLData():NoTrial not found
05/22/18 15:47:01:230 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 15:47:01:230 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Service construction took 0.1 ms and succeed.
05/22/18 15:47:01:234 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Running in App context

05/22/18 15:47:01:239 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELib CheckWFType STARTED
05/22/18 15:47:01:260 | [INFO] |  |  |  | AXFBLicensing |  |  | 4084 | IsProductAndSNLicensedBySuite : Could not get AX/FB Lic details 3..

05/22/18 15:47:01:264 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : Updating latest SN
05/22/18 15:47:01:265 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Syncing to license store...
05/22/18 15:47:01:279 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Found client mkey.
05/22/18 15:47:01:301 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Loading license references...
05/22/18 15:47:01:303 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Found 1 license file(s)
05/22/18 15:47:01:304 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Parsing license file [171877917.lic] succeed.
05/22/18 15:47:01:305 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | License store synchronization took 39.4 ms and succeed.
05/22/18 15:47:01:305 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:305 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Found Trial Serial. Looking for alternate serial if any.
05/22/18 15:47:01:305 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 15:47:01:306 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 15:47:01:306 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELib GetLicensingLEID : App LEID is Photoshop-CS7-Win-GM{|}en_US 
05/22/18 15:47:01:306 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELib GetLicensingLEID : FLMap entry found 
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELib GetLicensingLEID : LEID to be set is Photoshop-CS7-Win-GM 
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Not a case of AX/FB licensing : Photoshop-CS7-Win-GM, 911987094032700067932452
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : Updating running SN record
05/22/18 15:47:01:307 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : License found, retrieving information
05/22/18 15:47:01:307 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:307 | [ERROR] |  |  |  | SLCoreService |  |  | 4084 | No value for key [PersonGUID] in user dictionary.
05/22/18 15:47:01:307 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:307 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Total License Duration is : 30
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | License Duration Left is : 18
05/22/18 15:47:01:307 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:307 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Setting validation as true for trial serial numbers
05/22/18 15:47:01:307 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:309 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : Updating driver trial SN record
05/22/18 15:47:01:312 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : License found, retrieving information
05/22/18 15:47:01:312 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:312 | [ERROR] |  |  |  | SLCoreService |  |  | 4084 | No value for key [PersonGUID] in user dictionary.
05/22/18 15:47:01:312 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:312 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Total License Duration is : 30
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | License Duration Left is : 18
05/22/18 15:47:01:312 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:312 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Setting validation as true for trial serial numbers
05/22/18 15:47:01:312 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : Updating running app trial SN record
05/22/18 15:47:01:313 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : License found, retrieving information
05/22/18 15:47:01:313 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:313 | [ERROR] |  |  |  | SLCoreService |  |  | 4084 | No value for key [PersonGUID] in user dictionary.
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Total License Duration is : 30
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | License Duration Left is : 18
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Setting validation as true for trial serial numbers
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:313 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | No Renewable Term in SN
05/22/18 15:47:01:313 | [INFO] |  |  |  | OOBELib |  |  | 4084 | magiccookie is NULL
05/22/18 15:47:01:314 | [INFO] |  |  |  | OOBELib |  |  | 4084 | WF is : Subsequent_Launch
05/22/18 15:47:01:314 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:314 | [INFO] |  |  |  | OOBELib |  |  | 4084 | After modification, WF is : Subsequent_Launch
05/22/18 15:47:01:314 | [INFO] |  |  |  | OOBELib |  |  | 4084 | After Modification, SubWF is : 
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [LineCV 15] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 15:47:01:314 | [ERROR] |  |  |  | SLCoreService |  |  | 4084 | No value for key [PersonGUID] in user dictionary.
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 15:47:01:314 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | OOBELib |  |  | 4084 | Dominance list found
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | OOBELib |  |  | 4084 | No remembered SN found
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [STORE_URL] in hive [Photoshop-CS7-Win-GM] in master : 10
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [ENABLE_EEP_SIGNIN] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [REG_SERIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [REG_TRIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 15:47:01:316 | [INFO] |  |  |  | PCDUtility |  |  | 4084 | IsRegistrationSuppressed : checking reg suppression using payloadcode {2D99B50E-431D-4AA8-85C1-172A6F8BCF09}
05/22/18 15:47:01:316 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | No value for key [Registration] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 15:47:01:316 | [INFO] |  |  |  | PCDUtility |  |  | 4084 | IsSerialRegistered : Registration key not found
05/22/18 15:47:01:317 | [DEBUG] |  |  |  | PCDService |  |  | 4084 | Failed to read value for key [LimitedGraceConsumed] in hive [Photoshop-CS7-Win-GM{|}LGC] from cache : 769
05/22/18 15:47:01:317 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : WF is Subsequent_Launch
05/22/18 15:47:01:317 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Syncing to license store...
05/22/18 15:47:01:320 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Found client mkey.
05/22/18 15:47:01:337 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Loading license references...
05/22/18 15:47:01:339 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Found 1 license file(s)
05/22/18 15:47:01:340 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Parsing license file [171877917.lic] succeed.
05/22/18 15:47:01:341 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | License store synchronization took 23.4 ms and succeed.
05/22/18 15:47:01:341 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 636 seconds.
05/22/18 15:47:01:341 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : License present for running serial
05/22/18 15:47:01:341 | [INFO] |  |  |  | OOBELib |  |  | 4084 | CheckWFType : Returning EULA path from amtlib xml
05/22/18 15:47:01:341 | [INFO] |  |  |  | OOBELib |  |  | 4084 | LEID=Photoshop-CS7-Win-GM
05/22/18 15:47:01:341 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELib CheckWFType ENDED
05/22/18 15:47:01:958 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | (re)load Local Dispatch Table status-[0].
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Scope : [2]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Setting scope to GM
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | EndPoint requested: [IdentityManagement]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Length of the URL: [30]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Returning from getEndpointAddr: [0]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | EndPoint requested: [IdentityManagement]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Length of the URL: [30]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | URL found [https://ims-na1.adobelogin.com]
05/22/18 15:47:01:960 | [INFO] |  |  |  | DispatchClientLib |  |  | 4084 | Returning from getEndpointAddr: [0]
05/22/18 15:55:04:399 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELibImpl::CommitPCD STARTED
05/22/18 15:55:04:400 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4084 | looking for library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/22/18 15:55:04:401 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4084 | Found library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/22/18 15:55:04:437 | [INFO] |  |  |  | OOBELib |  |  | 4084 | OOBELibImpl::CommitPCD ENDED
05/22/18 15:55:04:449 | [INFO] |  |  |  | OOBELib |  |  | 4084 | Closing AdobeIALClient 1.0 Release (build 1.0.6.3) session.
05/22/18 15:55:04:456 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 15:55:04:470 | [INFO] |  |  |  | SLCoreService |  |  | 4084 | Service destruction took 14.3 ms and succeed.
05/22/18 15:55:04:470 | [INFO] |  |  |  | OOBELib |  |  | 4084 | *************OOBELib Session Ends*************
05/22/18 15:55:25:711 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 5680 | ***********Silent Activator Launched = 7.0.0.155,7.0 ************
05/22/18 15:55:25:711 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 15:55:25:711 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Service construction took 0.1 ms and succeed.
05/22/18 15:55:25:711 | [INFO] |  |  |  | PCDService |  |  | 5680 | PCD Service in non-threaded mode
05/22/18 15:55:25:714 | [INFO] |  |  |  | AXFBLicensing |  |  | 5680 | All function pointers successfully retrieved
05/22/18 15:55:25:714 | [DEBUG] |  |  |  | Activation |  |  | 5680 | PerformWorkflow : Trying to acquire the semaphore
05/22/18 15:55:25:714 | [DEBUG] |  |  |  | Activation |  |  | 5680 | PerformWorkflow : Semaphore acquired
05/22/18 15:55:25:715 | [DEBUG] |  |  |  | Activation |  |  | 5680 | ProcessXMLFile : ELEID found Photoshop-CS7-Win-GM
05/22/18 15:55:25:715 | [DEBUG] |  |  |  | Activation |  |  | 5680 | LEID=Photoshop-CS7-Win-GM DLEID=Photoshop-CS7-Win-GM ELEID=Photoshop-CS7-Win-GM LOCALE=en_US APPAMT = C:\Program Files\Adobe\Adobe Photoshop CC\AMT DAMT = C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver
05/22/18 15:55:25:715 | [DEBUG] |  |  |  | HEADLESS MODE |  |  | 5680 | HEADLESS MODE is : 
05/22/18 15:55:25:719 | [DEBUG] |  |  |  | PCDService |  |  | 5680 | No value for key [EULA_ACCEPTANCE_SERVER] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 15:55:25:722 | [DEBUG] |  |  |  | PCDService |  |  | 5680 | No value for key [EULADelay] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 15:55:25:726 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | (re)load Local Dispatch Table status-[0].
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Scope : [2]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Setting scope to GM
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Scope : [2]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Setting scope to GM
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | EndPoint requested: [RecordAction]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Length of the URL: [57]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Returning from getEndpointAddr: [0]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | EndPoint requested: [RecordAction]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Length of the URL: [57]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | URL found [https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction]
05/22/18 15:55:25:728 | [INFO] |  |  |  | DispatchClientLib |  |  | 5680 | Returning from getEndpointAddr: [0]
05/22/18 15:55:25:740 | [INFO] |  |  |  | OOBELib |  |  | 5680 | HTTPCommunicationAgent::processMessage is https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction (extURL=)
05/22/18 15:55:25:890 | [ERROR] |  |  |  | OOBELib |  |  | 2908 | windows error: 12029
05/22/18 15:55:25:890 | [INFO] |  |  |  | OOBELib |  |  | 5680 | HTTPCommunicationAgent- Return Code:[163] response size-[0] time taken-[150.21]ms.
05/22/18 15:55:25:890 | [INFO] |  |  |  | OOBELib |  |  | 5680 | IALClient Set EULAStatus Status-[419] took-[162.22]ms.
05/22/18 15:55:25:890 | [ERROR] |  |  |  | OOBELib |  |  | 5680 | MakeIALRecordEulaAcceptanceCall : Error returned by IAL error code : 419
05/22/18 15:55:25:890 | [DEBUG] |  |  |  | Activation |  |  | 5680 | PerformWorkflow : Launching PDApp via SA
05/22/18 15:55:25:890 | [DEBUG] |  |  |  | Activation |  |  | 5680 | LaunchAAM WF : Subsequent_Launch and Type =REG 
05/22/18 15:55:25:890 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Syncing to license store...
05/22/18 15:55:25:934 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Found client mkey.
05/22/18 15:55:25:956 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Loading license references...
05/22/18 15:55:25:958 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Found 1 license file(s)
05/22/18 15:55:25:960 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Parsing license file [171877917.lic] succeed.
05/22/18 15:55:25:960 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | License store synchronization took 69.7 ms and succeed.
05/22/18 15:55:25:960 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 132 seconds.
05/22/18 15:55:25:960 | [INFO] |  |  |  | SLCoreService |  |  | 5680 | Query license: type = 0, duration = 0 days, remaining = expired.
05/22/18 15:55:25:960 | [DEBUG] |  |  |  | Activation |  |  | 5680 | LaunchAAM : Trial Dur 30 Trial Rem 18
05/22/18 15:55:25:960 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AdobeCode [{AA01D250-3E72-4FD7-9A3B-F9A9C1DBC016}]
05/22/18 15:55:25:960 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AdobeIDCreated [false]
05/22/18 15:55:25:960 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppAMTBkGndFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\background.png]
05/22/18 15:55:25:960 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppAMTConnectionFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\ConnectionFAQ.html]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppAMTLicenseAFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\LicenseFAQ.html]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppAMTLogoFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\adobelogo.png]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppDriverAMTPath [C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppDriverLEID [Photoshop-CS7-Win-GM]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppEULAFolderPath [C:\Program Files\Adobe\Adobe Photoshop CC\Legal]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppHostAppType [ALM_HostAppType_LicensedProduct]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppLaunchPath [C:\Program Files\Adobe\Adobe Photoshop CC\Photoshop.exe]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppLicensingAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppLicensingLEID [Photoshop-CS7-Win-GM]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppListOfLocales [en_US]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppName [Adobe Photoshop CC]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppPath [C:\Program Files\Adobe\Adobe Photoshop CC]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppRunningLEID [Photoshop-CS7-Win-GM]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppRunningLocale [en_US]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppSerialNumber [911987094032700067932452]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value AppTrialSerialNumber [911987094032700067932452]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value BuyURL [http://www.adobe.com/go/buy?productID=45&release=2.0&platform=0&locale=en_US]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value ClaimSource [nag_trial]
05/22/18 15:55:25:961 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value DriverAdobeCode [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}]
05/22/18 15:55:25:962 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value ExtendedProfileRegURL [http://www.adobe.com/go/adobemembership?productID=45&release=2.0&platform=0&locale=en_US&source=PCSTHX]
05/22/18 15:55:25:962 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value ForcedActivation [0]
05/22/18 15:55:25:962 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value HasSAASBit [1]
05/22/18 15:55:25:962 | [INFO] |  |  |  | uiswitch |  |  | 5680 | Key Value HasSubscriptionBit [0]
